Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
4098;Am Heepsgarten;711;Wahn;51147;71104;93;17;10;;;2;28
4099;Am Heidenberg;306;Junkersdorf;50858;30605;94;14;20;;;;
4100;Am Heidstamm;308;Lövenich;50859;30803;94;14;21;1;39;2;50
4100;Am Heidstamm;308;Lövenich;50859;30801;94;14;21;47;47;52;84
4100;Am Heidstamm;308;Lövenich;50859;30802;94;14;21;49;115;;
4101;Am Heiligenhäuschen (Urbach);707;Urbach;51145;70701;93;17;9;1;15;;
4102;Am Heiligenhäuschen (Widdersdorf);309;Widdersdorf;50859;30903;94;14;21;1;17;2;16
125;Am Heiligenpfad;608;Volkhoven/Weiler;50765;60801;95;16;26;;;;
4105;Am Hermannshof;207;Hahnwald;50996;20702;94;13;15;5;15;6;8
126;Am Hetzepetsch;603;Seeberg;50769;60301;95;16;26;13;33;2;18
5659;Am Hilgerskreuz;213;Meschenich;50997;21303;94;13;15;1;19;2;12
4106;Am Himmel;306;Junkersdorf;50858;30608;94;14;20;1;11;2;10
127;Am Hirschfuß;909;Flittard;51061;90904;101;19;37;1a;1a;2;4
128;Am Hirschsprung;807;Brück;51109;80709;93;17;41;1;17;40;46
128;Am Hirschsprung;807;Brück;51109;80710;93;17;41;;;2;32
4107;Am Hochkreuz;704;Gremberghoven;51149;70402;93;17;8;5;45;;
130;Am Hof;103;Altstadt/Nord;50667;10304;93;18;4;1;27;2;52
4109;Am Hof (Junkersdorf);306;Junkersdorf;50858;30608;94;14;20;1;11;4;20
4108;Am Höfchen;206;Rondorf;50997;20601;94;13;15;1;53;2;38
4108;Am Höfchen;204;Raderthal;50997;20401;94;13;12;;;;
129;Am Höfenweg;601;Merkenich;50769;60105;95;16;29;1;71;6;92
3646;Am Hufenpfädchen;405;Bocklemünd/Mengenich;50829;40507;95;15;25;;;;
131;Am Husholz;203;Raderberg;50968;20303;94;13;13;1;15;2;12
132;Am Jägerhof;801;Humboldt/Gremberg;51105;80107;93;18;43;;;2;18
133;Am Jungholz;907;Dünnwald;51069;90704;101;19;38;;;4;6
3653;Am Justizzentrum;302;Sülz;50939;30205;94;14;16;1;13;6;6
3630;Am Katzenberg;907;Dünnwald;51069;90708;101;19;38;1;27;2;2
134;Am Kaulberg;803;Vingst;51107;80303;93;18;43;1;7;2;14
4110;Am Keuschhof;308;Lövenich;50859;30802;94;14;21;;;2;54
135;Am Kiefernwald;906;Höhenhaus;51061;90602;101;19;38;1;45;2;52
136;Am Kielshof;701;Poll;51105;70110;93;17;7;1;33;;
136;Am Kielshof;701;Poll;51105;70111;93;17;7;35;57;2;32
4112;Am Kindergarten;711;Wahn;51147;71101;93;17;10;;;4;8
5876;Am Kirchberg;607;Esch/Auweiler;50765;60707;95;16;28;;;4;8
4114;Am Kirchhof;213;Meschenich;50997;21301;94;13;15;1;25;2;20
4115;Am Kirchweg;206;Rondorf;50997;20603;94;13;15;1;13;;
137;Am Klausenberg;807;Brück;51109;80702;93;17;41;1;75;76;84
137;Am Klausenberg;807;Brück;51109;80701;93;17;41;;;4;74
138;Am Kleeacker;701;Poll;51105;70109;93;17;7;1;7;2;8
5948;Am kleinen Busch;713;Libur;51147;71301;93;17;10;15;15;4;6
4116;Am Kliepesch;307;Weiden;50859;30709;94;14;21;1;15;4;18
6123;Am Klostergarten;306;Junkersdorf;50858;30603;94;14;20;1;17;2;16
139;Am Klosterhof;907;Dünnwald;51069;90703;101;19;38;1;35;2;4
139;Am Klosterhof;907;Dünnwald;51069;90703;101;19;38;;;18;18
139;Am Klosterhof;907;Dünnwald;51069;90701;101;19;38;189;209;10;12
5920;Am Köchhof;607;Esch/Auweiler;50765;60702;95;16;28;7;67;2;58
4117;Am Kölnberg;213;Meschenich;50997;21304;94;13;15;;;;
3754;Am Kölner Brett;401;Ehrenfeld;50825;40119;95;15;24;1;3;2;18
4118;Am Kölner Weg;607;Esch/Auweiler;50765;60707;95;16;28;1;63;2;56
141;Am Königsweg;601;Merkenich;50769;60101;95;16;29;31;31;2;20
4119;Am Konraderhof;206;Rondorf;50997;20601;94;13;15;1;5;0;2
142;Am Kornfeld;701;Poll;51105;70109;93;17;7;1;3;2;4
4120;Am Kradepohl;213;Meschenich;50997;21301;94;13;15;1;27;;
4121;Am Krausbaum;711;Wahn;51147;71106;93;17;10;5;41;4;44
143;Am Krausen Baum;904;Holweide;51067;90413;101;19;40;1;23;2a;20
4122;Am Kreuzweg;213;Meschenich;50997;21304;94;13;15;1;3;;
144;Am Krieler Dom;302;Sülz;50935;30234;94;14;17;1;35;2;40
5804;Am Krumfingers Hof;702;Westhoven;51149;70201;93;17;7;5;25;2;14
145;Am Kümpchenshof;103;Altstadt/Nord;50670;10311;93;18;5;1;13;;
145;Am Kümpchenshof;104;Neustadt/Nord;50670;10411;93;18;5;15;21;2;2
146;Am Kunstfeld;907;Dünnwald;51069;90704;101;19;38;1;53a;;
3561;Am Kurtenwaldbach;808;Rath/Heumar;51107;80805;93;17;41;1;15;2;52
3688;Am Kutzpfädchen;602;Fühlingen;50769;60202;95;16;29;1;11;2;12
4124;Am Kuxgarten;711;Wahn;51147;71104;93;17;10;1;1;2;24
6013;Am Langeler Lido;715;Langel;51143;71501;93;17;11;11;11;;
147;Am Langen Stein;403;Bickendorf;50827;40303;95;15;24;1;11;2;16
148;Am Leinacker;905;Dellbrück;51069;90521;101;19;39;3;13;4;18
5859;Am Lennartzhof;208;Rodenkirchen;50996;20801;94;13;12;3;47;2;44
4125;Am Leuschhof;707;Urbach;51145;70707;93;17;9;1;25;2;8e
149;Am Leystapel;101;Altstadt/Süd;50676;10120;94;13;6;;;;
149;Am Leystapel;103;Altstadt/Nord;50676;10304;93;18;4;;;;
6034;Am Liburer Wall;713;Libur;51147;71301;93;17;10;;;;
3590;Am Lindenweg;305;Müngersdorf;50933;30506;94;14;20;1;63;10;76
4127;Am Linder Kreuz;712;Lind;51147;71203;93;17;10;27;93;10;72
4127;Am Linder Kreuz;712;Lind;51147;71204;93;17;10;;;72a;78
150;Am Lingchen;612;Worringen;50769;61204;95;16;29;1;13;2;10a
6096;Am Lusthaus;808;Rath/Heumar;51107;80804;93;17;41;1;25;2;32
4128;Am Maarhof;707;Urbach;51145;70705;93;17;9;1;33;2;28
5869;Am Magerhof;213;Meschenich;50997;21303;94;13;15;1;37;2;48
151;Am Malzbüchel;101;Altstadt/Süd;50667;10120;94;13;6;1;3;2;8
152;Am Marienstift;904;Holweide;51067;90412;101;19;40;1;39;2;64
4129;Am Markt;714;Zündorf;51143;71405;93;17;11;;;4;4
4129;Am Markt;714;Zündorf;51143;71406;93;17;11;;;6;8
4131;Am Marktplatz;703;Ensen;51149;70303;93;17;7;1;5;;
4132;Am Mertenshof;309;Widdersdorf;50859;30902;94;14;21;1;45;2;112
155;Am Molenkopf;504;Niehl;50735;50411;95;16;34;1;15;;
154;Am Mönchshof;303;Lindenthal;50935;30318;94;14;18;1;9a;2;4
4134;Am Moosberg;212;Immendorf;50997;21202;94;13;15;1;11;2;22
156;Am Morsdorfer Hof;304;Braunsfeld;50933;30404;94;14;19;1;39;6;28
157;Am Mühlen Falder;504;Niehl;50735;50413;95;16;34;1;23;4;24
158;Am Mutzbach;907;Dünnwald;51069;90706;101;19;38;1;19;;
158;Am Mutzbach;907;Dünnwald;51069;90707;101;19;38;;;2;24
4135;Am Nachtigallental;307;Weiden;50859;30707;94;14;21;1;5;;
4136;Am Narzissenhof;808;Rath/Heumar;51107;80807;93;17;41;;;2;32
4137;Am Neuen Forst;207;Hahnwald;50996;20702;94;13;15;;;2;28
4137;Am Neuen Forst;207;Hahnwald;50996;20701;94;13;15;;;30;54a
159;Am Neuenhof;302;Sülz;50937;30216;94;14;17;1;13;;
4139;Am Neuenhof (Höningen);206;Rondorf;50997;20601;94;13;15;;;4;6
160;Am Niehler Hafen;504;Niehl;50735;50411;95;16;34;;;10;10
3800;Am Nordpark;501;Nippes;50733;50125;95;15;33;1;69;6;108
3800;Am Nordpark;501;Nippes;50733;50102;95;15;32;71;93;;
161;Am Nußberger Pfad;406;Ossendorf;50827;40602;95;15;24;1;45;2;36
3508;Am Nüssenberger Hof;406;Ossendorf;50829;40603;95;15;24;1;201;;
162;Am Oberhof;908;Stammheim;51061;90806;101;19;37;1;31;8;28
163;Am Ölhafen;504;Niehl;50735;50404;95;16;30;;;4;4
5834;Am Palmkäulchen;607;Esch/Auweiler;50765;60703;95;16;28;1;33a;;
5834;Am Palmkäulchen;607;Esch/Auweiler;50765;60704;95;16;28;;;10;70
165;Am Pantaleonsberg;101;Altstadt/Süd;50676;10104;94;13;3;1;9;2;16
4143;Am Pescher Holz;606;Pesch;50767;60606;95;16;28;1;11;4;18
166;Am Petershof;305;Müngersdorf;50933;30502;94;14;19;1;9;2;12
168;Am Pfropfbusch;906;Höhenhaus;51061;90609;101;19;38;1;35;;
780;Am Pistorhof;406;Ossendorf;50827;40601;95;15;24;1;11a;2;24
169;Am Plankengarten;908;Stammheim;51061;90806;101;19;37;3;21;4;28
170;Am Platzhof;303;Lindenthal;50935;30318;94;14;18;1;5;2;6
5854;Am Poppenberg;715;Langel;51143;71502;93;17;11;1;13;2;18
5854;Am Poppenberg;715;Langel;51143;71501;93;17;11;15;49;20;46
171;Am Portzenacker;907;Dünnwald;51069;90701;101;19;38;1;43;2;34
172;Am Puffelskooche;907;Dünnwald;51069;90706;101;19;38;1;29;2;4
173;Am Pulverturm;901;Mülheim;51063;90103;101;19;36;;;;
4144;Am Rande;808;Rath/Heumar;51107;80809;93;17;41;;;4;26
4145;Am Randkanal;308;Lövenich;50859;30807;94;14;21;1;7a;2;2
4146;Am Rapohl;307;Weiden;50859;30708;94;14;21;3;43;2;50
174;Am Rehwechsel;807;Brück;51109;80709;93;17;41;3;7;;
175;Am Reinholdsberg;907;Dünnwald;51069;90709;101;19;38;1;13;2;6
176;Am Rheinacker;908;Stammheim;51061;90801;101;19;37;1;53;2;24
4147;Am Rheinberg;209;Weiß;50999;20904;94;13;14;5;13;6;12
4148;Am Rheinbrauhaus;706;Porz;51143;70607;93;17;11;1;11;2;10
4149;Am Rheinufer;210;Sürth;50999;21003;94;13;14;1;23a;2;24
177;Am Rinkenpfuhl;101;Altstadt/Süd;50676;10114;94;13;3;11;17;10;18
177;Am Rinkenpfuhl;101;Altstadt/Süd;50676;10115;94;13;3;21;57;20;46
178;Am Rodderberg;801;Humboldt/Gremberg;51105;80106;93;18;43;;;2;8
4150;Am Rodderpfädchen;206;Rondorf;50997;20610;94;13;15;1;27;2;24
180;Am Rolshover Hof;701;Poll;51105;70109;93;17;7;3;25;4;26
4151;Am Römerhof;306;Junkersdorf;50858;30605;94;14;20;;;2;56
179;Am Römerturm;103;Altstadt/Nord;50667;10303;93;18;4;1;27;2;10
5851;Am Rondorfer Pfad;213;Meschenich;50997;21304;94;13;15;9;9;10;38
181;Am Rosengarten;403;Bickendorf;50827;40307;95;15;24;1;97;2;78
182;Am Rosenhof;403;Bickendorf;50827;40307;95;15;24;1;11;2;10
183;Am Rosenmaar;906;Höhenhaus;51061;90601;101;19;38;1;3;2;22
184;Am Rursbruch;806;Merheim;51109;80601;93;17;44;1;1;2;2b
184;Am Rursbruch;806;Merheim;51109;80602;93;17;44;1a;11;2c;20
185;Am Salzmagazin;103;Altstadt/Nord;50668;10312;93;18;5;3;11;2;6
185;Am Salzmagazin;103;Altstadt/Nord;50668;10310;93;18;5;;;40;62
4153;Am Sandpfad;209;Weiß;50999;20902;94;13;14;;;2;38
186;Am Schauenberg;808;Rath/Heumar;51107;80804;93;17;41;3;7;2;10
4155;Am Scheidweg;607;Esch/Auweiler;50765;60703;95;16;28;7;61;2;98
187;Am Schildchen;807;Brück;51109;80706;93;17;41;1;43;;
187;Am Schildchen;807;Brück;51109;80705;93;17;41;;;8;42
4154;Am Schildchen (Auweiler);607;Esch/Auweiler;50765;60702;95;16;28;1;19;2;14
188;Am Schloßgarten;303;Lindenthal;50935;30318;94;14;18;1;7;2;8
6026;Am Schmelzofen;706;Porz;51143;70608;93;17;11;1;49;2;16
5830;Am Schmidtgrund;607;Esch/Auweiler;50765;60703;95;16;28;1;65;2;148
189;Am Schneckenberg;903;Buchheim;51067;90301;101;19;35;1;19;2;16
190;Am Schnellert;105;Deutz;50679;10512;93;18;6;1;3;;
3896;Am Schokoladenmuseum;101;Altstadt/Süd;50678;10109;94;13;1;1a;1a;;
4157;Am Schulberg;306;Junkersdorf;50858;30608;94;14;20;1;31;2;8a
4159;Am Schwanebitzer Hof;707;Urbach;51145;70707;93;17;9;1;1;;
4159;Am Schwanebitzer Hof;707;Urbach;51145;70707;93;17;9;;;;
192;Am Serviesberg;305;Müngersdorf;50933;30501;94;14;19;1;17;2;18
4166;Am Sonnenhang;208;Rodenkirchen;50996;20803;94;13;12;1;9;2;32
3850;Am Sonnenhut;806;Merheim;51109;80605;93;17;44;31;283;30;54
616;Am Sportpark Müngersdorf;305;Müngersdorf;50933;30505;94;14;20;1;5;2;6
193;Am Springborn;901;Mülheim;51063;90121;101;19;36;1;9;10;32
193;Am Springborn;906;Höhenhaus;51061;90607;101;19;38;15;17;36;66
194;Am Stachelshäuschen;808;Rath/Heumar;51107;80804;93;17;41;1;9;2;10
195;Am Stammheimer Häuschen;908;Stammheim;51061;90805;101;19;37;;;2;20
3697;Am Stammheimer Schloßpark;908;Stammheim;51061;90806;101;19;37;15;15;;
3697;Am Stammheimer Schloßpark;908;Stammheim;51061;90805;101;19;37;;;20;20
196;Am Steinbergs Weiher;903;Buchheim;51067;90303;101;19;35;9;51;6;14
4167;Am Steinneuerhof;206;Rondorf;50997;20601;94;13;15;3;3;2;62
4169;Am Stiftswäldchen;207;Hahnwald;50996;20701;94;13;15;1;19a;2;20
198;Am Südpark;202;Marienburg;50968;20203;94;13;12;1;35;2;6
198;Am Südpark;202;Marienburg;50968;20204;94;13;12;37;63;8;8
4170;Am Tambourskreuz;707;Urbach;51145;70701;93;17;9;1;11;;
4171;Am Tannenhof;208;Rodenkirchen;50999;20814;94;13;14;1;33;14;16
3895;Am Tauzieher;101;Altstadt/Süd;50676;10101;94;13;1;1;1;;
199;Am Tekelkamp;612;Worringen;50769;61207;95;16;29;1;25;;
200;Am Tetzerkamp;505;Weidenpesch;50735;50509;95;16;34;1;9;2;16
5839;Am Theise;714;Zündorf;51143;71403;93;17;11;1;15;2;16
4173;Am Treidelweg;209;Weiß;50999;20902;94;13;14;1;1;8;18
201;Am Trutzenberg;101;Altstadt/Süd;50676;10106;94;13;1;3;33;;
201;Am Trutzenberg;101;Altstadt/Süd;50676;10105;94;13;1;;;36;50
4174;Am Ulrichshof;207;Hahnwald;50996;20702;94;13;15;7;7;2;6
4175;Am Urbacher Wall;707;Urbach;51145;70709;93;17;9;1;61;2;68
4176;Am Verteilerkreis;202;Marienburg;50968;20204;94;13;12;;;0;
4177;Am Viereck;808;Rath/Heumar;51107;80809;93;17;41;1;5;2;8
203;Am Vorgebirgstor;205;Zollstock;50969;20507;94;13;13;1;43;2;2
4178;Am Waldpark;207;Hahnwald;50996;20701;94;13;15;1;25;2a;44
204;Am Waldwinkel;905;Dellbrück;51069;90514;101;19;39;1;21;2;30
6113;Am Walzwerk;501;Nippes;50733;50118;95;15;32;1;15;2;18
3884;Am Wassermann;404;Vogelsang;50829;40401;95;15;25;3;31;20;36
205;Am Weidenbach;101;Altstadt/Süd;50676;10104;94;13;3;21;37;2;26
205;Am Weidenbach;101;Altstadt/Süd;50676;10105;94;13;1;39;45;30;30
4179;Am Weidenpesch;306;Junkersdorf;50858;30608;94;14;20;1;21;2;16
5847;Am Weingartsberg;715;Langel;51143;71504;93;17;11;1;107;;
5847;Am Weingartsberg;715;Langel;51143;71503;93;17;11;;;2;54
3769;Am Weißen Mönch;907;Dünnwald;51069;90701;101;19;38;;;;
5848;Am Weißen Stein;715;Langel;51143;71503;93;17;11;1;21;2;10
4180;Am Weißer Bogen;209;Weiß;50999;20901;94;13;14;;;116;116b
206;Am Weizenacker;701;Poll;51105;70109;93;17;7;7;25;2;16
4181;Am Westhover Berg;702;Westhoven;51149;70205;93;17;7;1;43;14;30
207;Am Weyertor;101;Altstadt/Süd;50674;10104;94;13;3;;;;
209;Am Wildpark;907;Dünnwald;51069;90708;101;19;38;1;9;;
210;Am Wildwechsel;807;Brück;51109;80710;93;17;41;;;8;18
210;Am Wildwechsel;807;Brück;51109;80709;93;17;41;;;20;32
4183;Am Wildzaun;709;Grengel;51147;70902;93;17;9;;;;
4184;Am Wingert;209;Weiß;50999;20902;94;13;14;1;49;2;50
4185;Am Wolfsgarten;711;Wahn;51147;71104;93;17;10;;;2;28
4186;Am Zehnpfennigshof;207;Hahnwald;50996;20702;94;13;15;1;27;2;32
4187;Am Zehnthof;210;Sürth;50999;21009;94;13;14;1;11a;2;10
3751;Am Ziegelfeld;808;Rath/Heumar;51107;80808;93;17;41;1;3;2;12
4188;Am Ziegelofen;210;Sürth;50999;21005;94;13;14;1;15a;;
6042;Am Zinnenkranz;711;Wahn;51147;71103;93;17;10;1;11;2;16
211;Am Zollhaus;907;Dünnwald;51069;90706;101;19;38;1;19;;
212;Am Zuckerberg;104;Neustadt/Nord;50668;10425;93;18;5;1;9;;
212;Am Zuckerberg;104;Neustadt/Nord;50668;10424;93;18;5;;;2;8
88;Amalienstr.;303;Lindenthal;50931;30304;94;14;18;1;7;2;6
6089;Amalie-Struve-Weg;805;Ostheim;51107;80503;93;18;45;;;;
94;Amandusstr.;601;Merkenich;50769;60102;95;16;29;1;65;2;62
94;Amandusstr.;601;Merkenich;50769;60101;95;16;29;77;77;;
98;Amberweg;604;Heimersdorf;50767;60403;95;16;26;1;9;2;18
102;Amboßstr.;505;Weidenpesch;50735;50507;95;16;34;1;15;4;22
164;Amorbacher Str.;805;Ostheim;51107;80506;93;18;45;1;29;2;8
4142;Ampèrestr.;706;Porz;51145;70601;93;17;8;1;43;2;28
191;Amselstr.;907;Dünnwald;51069;90707;101;19;38;1;51;2;16
191;Amselstr.;907;Dünnwald;51069;90706;101;19;38;;;20;22
191;Amselstr.;907;Dünnwald;51069;90705;101;19;38;73;99;24;100
4162;Amselstr. (Junkersdorf);306;Junkersdorf;50858;30601;94;14;20;1;29a;2;24
4160;Amselstr. (Porz);702;Westhoven;51149;70205;93;17;7;1;15;2;16
4160;Amselstr. (Porz);703;Ensen;51149;70301;93;17;7;23;25;;
4163;Amselweg (Esch);607;Esch/Auweiler;50765;60705;95;16;28;1;21;2;58
4164;Amselweg (Godorf);211;Godorf;50997;21102;94;13;15;3;33;;
197;Amsterdamer Str.;104;Neustadt/Nord;50668;10424;93;18;5;1;1;;
197;Amsterdamer Str.;503;Riehl;50735;50303;95;16;33;59;95;34;86
197;Amsterdamer Str.;503;Riehl;50735;50308;95;16;33;;;92;120
197;Amsterdamer Str.;503;Riehl;50735;50307;95;16;33;103;149;126;132
197;Amsterdamer Str.;504;Niehl;50735;50405;95;16;33;165;199;172;192
197;Amsterdamer Str.;504;Niehl;50735;50409;95;16;34;203;231;194;212
197;Amsterdamer Str.;504;Niehl;50735;50412;95;16;34;233;249;;
197;Amsterdamer Str.;504;Niehl;50735;50411;95;16;34;257;303;214;242
4168;Amsterdamer Str. (Porz);716;Finkenberg;51149;71602;93;17;8;1;53;;
202;Amtsstr.;803;Vingst;51107;80303;93;18;43;5;9;2;22
213;An den Birken;403;Bickendorf;50827;40307;95;15;24;1;41;2;34
214;An den Buchen;906;Höhenhaus;51061;90601;101;19;38;1;47;2;34
215;An den Dominikanern;103;Altstadt/Nord;50668;10313;93;18;4;1;27;2;14
3934;An den Gelenkbogenhallen;105;Deutz;50679;10501;93;18;6;1a;3;;
6135;An den Höninger Gärten;206;Rondorf;50997;20601;94;13;15;;;;
5468;An den Kastanien;309;Widdersdorf;50859;30902;94;14;21;1;11;;
216;An den Kaulen;612;Worringen;50769;61204;95;16;29;1;89;2;80
216;An den Kaulen;612;Worringen;50769;61205;95;16;29;91;127;82;112
217;An den Klostereichen;907;Dünnwald;51069;90702;101;19;38;1;7;2;20
218;An den Kreutzmorgen;505;Weidenpesch;50737;50509;95;16;34;1;15;2;8
219;An den Maien;701;Poll;51105;70101;93;17;7;1;39;2;58
220;An den Rolshover Gärten;701;Poll;51105;70102;93;17;7;3;9;2;18
5837;An den Seen;607;Esch/Auweiler;50765;60702;95;16;28;1;5a;;
4190;An den vier Linden;208;Rodenkirchen;50996;20801;94;13;12;;;2;12
4191;An den Weiden;210;Sürth;50999;21009;94;13;14;1;19;4;26
221;An der Alteburger Mühle;202;Marienburg;50968;20201;94;13;12;1;3;4;16
3926;An der Alten Kantine;501;Nippes;50733;50106;95;15;32;;;;
4192;An der Alten Mühle;211;Godorf;50997;21101;94;13;15;;;;
4194;An der Alten Post;307;Weiden;50859;30711;94;14;21;;;2;38
4194;An der Alten Post;307;Weiden;50858;30711;94;14;21;15;23;40;46
222;An der Basilika St.Severin;101;Altstadt/Süd;50678;10111;94;13;1;1;1;;
223;An der Bastion;105;Deutz;50679;10511;93;18;6;1a;13;;
224;An der Bottmühle;101;Altstadt/Süd;50678;10112;94;13;1;1;15;;
224;An der Bottmühle;101;Altstadt/Süd;50678;10113;94;13;1;;;2;16
225;An der Buchenhecke;403;Bickendorf;50827;40309;95;15;24;1;13;2;2
226;An der Burg;907;Dünnwald;51069;90706;101;19;38;1;9;2;12
3444;An der Decksteiner Mühle;303;Lindenthal;50935;30318;94;14;18;1;11;2;10
5900;An der Dränk;607;Esch/Auweiler;50765;60707;95;16;28;;;;
3929;An der Drehscheibe;501;Nippes;50733;50106;95;15;32;1;15;;
227;An der Eiche;101;Altstadt/Süd;50678;10110;94;13;1;1;17;;
228;An der Eisenbahn;305;Müngersdorf;50933;30505;94;14;20;67;67;68;68
3705;An der Fliehburg;806;Merheim;51109;80601;93;17;44;1;75;2;64
229;An der Flora;503;Riehl;50735;50304;95;16;33;1;27;;
5852;An der Fuhr;213;Meschenich;50997;21304;94;13;15;1;5;2;4
4197;An der Groov;714;Zündorf;51143;71409;93;17;11;;;;
4199;An der Hellfuhr;210;Sürth;50999;21005;94;13;14;5;7;2;20
230;An der Joch;908;Stammheim;51061;90805;101;19;37;1;43;2;74
4200;An der Kapelle;306;Junkersdorf;50858;30606;94;14;20;;;2;24
231;An der Kemperwiese;905;Dellbrück;51069;90510;101;19;39;3;17;2;8
3627;An der Kittelburg;905;Dellbrück;51069;90507;101;19;39;;;;
232;An der Kranzmaar;204;Raderthal;50968;20402;94;13;12;3;31;2;8
233;An der Lenzwiese;801;Humboldt/Gremberg;51105;80106;93;18;43;1;21;2;10
234;An der Linde;103;Altstadt/Nord;50668;10306;93;18;4;1;33;2;30
235;An der Ling;506;Longerich;50739;50613;95;16;30;1;27;2;46
236;An der Malzmühle;101;Altstadt/Süd;50676;10120;94;13;6;1;9;2;8
237;An der Mergelskaule;701;Poll;51105;70104;93;17;7;1;5;2;14
238;An der Mollburg;808;Rath/Heumar;51107;80805;93;17;41;1;73;2;46
239;An der Mühle;303;Lindenthal;50935;30318;94;14;18;1;9;2;8
4201;An der Mühle (Langel);715;Langel;51143;71503;93;17;11;;;2;12
240;An der Müllerwiese;905;Dellbrück;51069;90511;101;19;39;1;39;2;22
241;An der Münze;104;Neustadt/Nord;50668;10423;93;18;5;1;15;6;16
243;An der Ölmühle;905;Dellbrück;51069;90518;101;19;39;;;2;52
244;An der Ortskaule;808;Rath/Heumar;51107;80808;93;17;41;1;13;8;26
245;An der Paradieswiese;904;Holweide;51067;90413;101;19;40;1;29;2;12
246;An der Pauluskirche;102;Neustadt/Süd;50677;10218;94;13;2;1;7;;
247;An der Pulvermühle;801;Humboldt/Gremberg;51105;80102;93;18;42;1;35;2;18
3749;An der Rather Burg;808;Rath/Heumar;51107;80803;93;17;41;1;57;4a;4a
248;An der Rechtschule;103;Altstadt/Nord;50667;10304;93;18;4;1;7;2;6
249;An der Rehfurt;808;Rath/Heumar;51107;80805;93;17;41;1;3;2;20
3961;An der Römerziegelei;612;Worringen;50769;61205;95;16;29;;;4;24
4202;An der Ronne;308;Lövenich;50859;30807;94;14;21;1;29b;2;42
4202;An der Ronne;308;Lövenich;50859;30805;94;14;21;31;71;48;240
4202;An der Ronne;308;Lövenich;50859;30801;94;14;21;89;91;242;274
250;An der Rosenhecke;905;Dellbrück;51069;90514;101;19;39;1;23;12;36
250;An der Rosenhecke;905;Dellbrück;51069;90515;101;19;39;;;4;8
251;An der Ruthen;908;Stammheim;51061;90805;101;19;37;1;5;2;6
252;An der Schanz;503;Riehl;50735;50310;95;16;33;1;5;2;14
3443;An der Schnepp;603;Seeberg;50769;60301;95;16;26;1;13;4;18
5995;An der Sophienhöhe;206;Rondorf;50997;20609;94;13;15;1;7;2;12
4203;An der Sparkasse;706;Porz;51143;70605;93;17;11;1;1;;
5974;An der Steckener Aue;607;Esch/Auweiler;50829;60701;95;16;28;1;25;;
3919;An der Strunde;903;Buchheim;51065;90302;101;19;35;;;;
4193;An der Wachsfabrik;207;Hahnwald;50996;20701;94;13;15;1;25;2;20
254;An der Walkmühle;907;Dünnwald;51069;90708;101;19;38;7;59;16;92
255;An der Wasserburg;904;Holweide;51067;90413;101;19;40;1;23;2;18
4204;An der Weidenkaul;705;Eil;51145;70503;93;17;8;1;13;2;16
4195;An der Wielermaar;714;Zündorf;51143;71404;93;17;11;1;153;2;154
261;An dr Hahnepooz;101;Altstadt/Süd;50674;10115;94;13;3;;;8;8
3577;An Groß St.Martin;103;Altstadt/Nord;50667;10305;93;18;4;1;11;2;8
264;An Lyskirchen;101;Altstadt/Süd;50676;10101;94;13;1;1;23;8;16
3995;An St. Heinrich;105;Deutz;50679;10509;93;18;6;1;1;;
273;An St.Adelheid;809;Neubrück;51109;80903;93;18;45;1;7;2;14
274;An St.Agatha;103;Altstadt/Nord;50667;10304;93;18;4;19;43;36;40
276;An St.Elisabeth;804;Höhenberg;51103;80406;93;18;44;1;21;4;26
277;An St.Franziskus;507;Bilderstöckchen;50739;50702;95;15;31;;;2;2
278;An St.Katharinen;101;Altstadt/Süd;50678;10108;94;13;1;1;7;2;16
279;An St.Laurentius;303;Lindenthal;50931;30304;94;14;18;1;1;4;8
280;An St.Magdalenen;101;Altstadt/Süd;50678;10111;94;13;1;1;23;2;32
4211;An St.Marien;714;Zündorf;51143;71407;93;17;11;1;29;2;14
281;An St.Theodor;803;Vingst;51103;80304;93;18;43;;;;
282;An St.Theresia;903;Buchheim;51067;90301;101;19;35;1;1;2;10
283;An St.Urban;901;Mülheim;51063;90102;101;19;35;1;5;2;2
289;An Zint Jan;101;Altstadt/Süd;50678;10108;94;13;1;1;1;;
242;Andernacher Str.;202;Marienburg;50968;20204;94;13;12;1;9;2;12
253;Andersenstr.;904;Holweide;51067;90404;101;19;40;5;69;2;52
256;Andreaestr.;901;Mülheim;51063;90105;101;19;36;1;29;2;38
257;Andreasberger Weg;906;Höhenhaus;51061;90605;101;19;38;1;5;2;4
258;Andreas-Gryphius-Str.;903;Buchheim;51065;90307;101;19;35;1;11;2;26
259;Andreas-Hermes-Str.;809;Neubrück;51109;80904;93;18;45;1;5;2;4
260;Andreaskloster;103;Altstadt/Nord;50667;10313;93;18;4;1;5;6;14
260;Andreaskloster;103;Altstadt/Nord;50668;10313;93;18;4;;;16;16
3879;Andreas-Muhr-Str.;405;Bocklemünd/Mengenich;50829;40501;95;15;25;1;1;2;2
4205;Andreasstr.;607;Esch/Auweiler;50765;60705;95;16;28;1;13;2;14
4206;Andreasweg;209;Weiß;50999;20905;94;13;14;1;39;;
